Video Name,n_faces,total_area_mm2,n_observed_faces,n_unobserved_faces,observed_area_mm2,unobserved_area_mm2,unobserved_frac_by_count,unobserved_frac_by_area,n_unobserved_components,comp_area_top1_mm2,comp_area_top2_mm2,comp_area_top3_mm2,comp_area_top4_mm2,comp_area_top5_mm2,n_components_gt5mm_diam,n_components_gt10mm_diam,largest_component_equiv_diam_mm,Colon,Segment,Phantom Number,Video Number ,Camera Speed,Edge Enhancement,Brightness,Debris,Deformation,Open End Visible,Tags,Comments,Qualitative Score,Quantitative Score,Youtube Preview URL ID,Total Frames
c1_ascending_t1_v1,755902,21699.944480969883,662255,93647,19058.394911444448,2641.549569525437,0.12388775264518416,0.1217307063546631,153,1266.0631597032097,739.0979043740206,257.70584452002925,172.9385599227236,145.41146728625844,6,5,40.14974073473547,c1,ascending,t1,v1,20.0,2.0,5.0,no,no,no,zigzag,,3.0,-1.4156,SNxHcXeiwGU,282
c1_ascending_t1_v2,755902,21699.944480969883,654824,101078,18849.121640210404,2850.8228407594793,0.13371839206669647,0.13137466057848923,105,684.9936663379556,664.9193476224049,641.6142328926239,260.0255237206468,222.55197856235998,7,7,29.53237247284086,c1,ascending,t1,v2,15.0,2.0,5.0,no,no,no,loop,Pendulum motion with forward translation. Same start and end.,3.0,-1.2866,TzvtE8eRCvE,454
c1_ascending_t2_v1,838043,24047.657885991022,623980,214063,17944.349129905357,6103.308756085665,0.2554320005059406,0.25380054827048876,87,3235.121860494174,2341.6283006894905,317.45541446958714,137.996146292425,68.74151829771071,5,4,64.18009882213002,c1,ascending,t2,v1,17.0,2.0,6.0,no,no,no,zigzag,"zigzag side by side, then straight up",2.0,0.2027,CW1AuVdesqw,374
c1_ascending_t2_v2,755902,21699.944422835244,609625,146277,17556.816976260918,4143.127446574326,0.19351318027998338,0.19092802109734613,71,2935.47383550834,744.3635259946751,266.3880515232162,145.22225041541313,49.81722813401409,5,4,61.13559822153228,c1,ascending,t2,v2,12.0,2.0,6.0,no,no,no,loop,"majorly straight line, back to same point",2.0,0.5339,sQ1glZ7wiZE,412
c1_ascending_t2_v3,755902,21699.944422835244,609656,146246,17557.47185607836,4142.472566756888,0.19347216967278827,0.19089784222662293,64,2935.1312434765614,744.2417664823535,266.2791724777452,145.62486977440904,49.53596822710143,5,4,61.13203062374134,c1,ascending,t2,v3,12.0,2.0,6.0,yes,no,no,loop,fecal debris  foam,2.0,,CENEBbKA3HU,412
c1_ascending_t3_v1,755902,21699.95639902579,615047,140855,17722.086108456308,3977.8702905694854,0.1863402927892769,0.1833123632795903,145,2840.7158077733575,676.4271808814026,329.3517269246945,126.88334267454218,0.1914992634831333,4,4,60.1407657235201,c1,ascending,t3,v1,26.0,3.0,4.0,no,no,yes,fast ; zigzag,zizag motion,1.0,0.2382,43Bnm7YG0Ho,259
c1_ascending_t3_v2,755902,21699.94022982315,649215,106687,18699.97162900406,2999.9686008190934,0.14113866612338635,0.13824778174716393,109,1770.775876202787,688.1577766691837,326.76163948295664,137.07202441242507,56.099888549923634,5,4,47.48285870126656,c1,ascending,t3,v2,12.0,3.0,4.0,no,no,yes,exploratory,exploratory motion,1.0,0.4615,qG2d-QhPgIU,680
c1_ascending_t3_v3,755902,21699.94022982315,649179,106723,18699.069873417167,3000.8703564059842,0.1411862913446452,0.13828933741862387,105,1769.9726309012444,688.4197809377988,327.75052905608965,137.55195430092635,56.22300937987569,5,4,47.472088080917594,c1,ascending,t3,v3,12.0,3.0,4.0,yes,no,yes,exploratory,yellow fecal matter,1.0,,PIUWKDFm15Q,680
c1_ascending_t4_v1,755902,21699.946785434586,618382,137520,17819.94503312424,3880.0017523103434,0.18192834520877044,0.17880236254379545,73,2627.7537015003913,757.2568004933266,319.0606844051488,154.29651555557632,19.58746252852289,4,4,57.84254426090278,c1,ascending,t4,v1,10.0,3.0,0.0,no,no,no,,,1.0,0.7983,bgn25JzbQTQ,410
c1_ascending_t4_v2,755902,21699.941418322756,512586,243316,14791.305178559349,6908.636239763406,0.32188828710600054,0.31837119310976425,102,5989.066162117895,621.4428342861156,130.99883173962485,120.19188979222056,44.052507178578054,5,4,87.32419981679624,c1,ascending,t4,v2,10.0,3.0,0.0,no,no,yes,,straight and oscillatory motion,1.0,1.003,V9G4WhuZER4,694
c1_ascending_t4_v3,755902,21699.941418322756,512630,243272,14792.488530374907,6907.452887947849,0.3218300785022397,0.31831666062081676,105,5988.445024031187,620.8214986187947,131.47572587071045,119.69796998968182,44.099643037695564,5,4,87.31967141526026,c1,ascending,t4,v3,10.0,3.0,0.0,yes,no,yes,,fecal debris yellow,1.0,,FYHJbfrK5kg,694
c1_cecum_t1_v1,699908,32479.5785251011,635753,64155,29756.418613160044,2723.1599119410603,0.091662047011893,0.08384221826759632,416,2496.8142137283758,75.04003008661012,57.938395792613434,19.269318571517395,16.43860415269072,3,1,56.382999146691375,c1,cecum,t1,v1,61.0,3.0,-1.0,no,no,no,loop ; fast ,Fast looping back to first point,1.0,-0.2671,JOeEqDqtsN4,218
c1_cecum_t1_v2,699908,32479.581862311607,628723,71185,29337.81629872138,3141.7655635902324,0.10170622424661527,0.09673048061113892,253,1727.7512477819046,998.3275955082041,106.73261772718556,67.67612785920255,65.4060996448096,8,3,46.90246488343061,c1,cecum,t1,v2,40.0,3.0,8.0,no,no,no,zigzag; water on lens; fast,water on lens next to ICV. Fast exploratory movement,1.0,0.2686,uEZUZ2DQwa8,423
c1_cecum_t1_v3,699908,32479.579525390385,624704,75204,29162.856266251518,3316.7232591388665,0.10744840750498637,0.10211718586276869,243,1834.8686008321765,1050.7753177925551,197.6612916388526,64.70934168177155,63.05985612989599,7,3,48.33453487903246,c1,cecum,t1,v3,40.0,3.0,8.0,yes,no,no,zigzag; water on lens; fast,water on lens next to ICV. Fast exploratory movement,1.0,,LdZK62gQtfQ,423
c1_cecum_t2_v1,699908,32479.59205841505,622600,77308,29155.149382994878,3324.442675420172,0.11045451687936128,0.10235481620092733,388,1823.1391814635108,640.4023368479229,312.7116343492929,218.73676642217782,166.61259240637034,8,5,48.17979764792955,c1,cecum,t2,v1,18.0,3.0,8.0,no,no,no,polyp; saturation,towards the polyp; oscillatory motion; ICV,1.0,1.0774,XmjblA1svwk,281
c1_cecum_t2_v2,699908,32479.606581640808,637391,62517,29600.934471152766,2878.6721104880426,0.08932173942861062,0.0886301409856122,148,1248.0398664971171,691.4829947793814,313.3600132253566,310.3431312709063,100.15714332487443,8,6,39.862936563054696,c1,cecum,t2,v2,22.0,3.0,8.0,no,no,no,exploratory ; polyp,exploratory motion; ICV,1.0,1.3243,RToIHqYkN6I,328
c1_cecum_t2_v3,699908,32479.606581640808,637416,62492,29602.35914660689,2877.247435033919,0.0892860204484018,0.08858627729377398,143,1248.2913903142535,692.2438676032825,313.5614446326494,309.5138740955306,99.70559829927537,8,6,39.86695325078834,c1,cecum,t2,v3,22.0,3.0,8.0,yes,no,no,exploratory ; polyp,"foam, fecal debris; ICV",1.0,,ypkbJxaIej0,328
c1_cecum_t3_v2,699908,32479.600552332366,619824,80084,28743.230198850848,3736.3703534815213,0.11442075244174948,0.11503744781162993,135,3006.511512583911,460.79107233464293,118.10880152194434,94.75235489747033,19.103601572320002,4,4,61.87090874977807,c1,cecum,t3,v2,9.0,2.0,-8.0,no,no,no,polyp; zigzag,ladder zigzag; ICV,1.0,0.166,AaPUG7e21kI,721
c1_cecum_t3_v3,699908,32479.600552332366,619748,80160,28739.6458351775,3739.954717154868,0.11452933814158432,0.11514780519326002,131,3008.012287320329,461.1530253042538,118.75870951165211,95.02475019701865,19.508245976331633,4,4,61.88634902194111,c1,cecum,t3,v3,9.0,2.0,-8.0,yes,no,no,polyp; zizag,"blood pool, foam, iCV",1.0,,1o0WQ1fmXIs,721
c1_cecum_t4_v1,699908,32479.589516412554,637415,62493,29724.136625856052,2755.4528905564976,0.08928744920761014,0.08483644441270155,80,1765.7168476665934,499.91265844482564,177.79614947593154,137.8433520941116,73.19994406186062,7,4,47.4149819704091,c1,cecum,t4,v1,9.0,3.0,4.0,no,no,no,,ICV,1.0,-0.4962,Cf-gd-Z2SEw,866
c1_cecum_t4_v2,699908,32479.589516412554,638527,61381,29860.1489650573,2619.440551355254,0.0876986689679215,0.08064881946958107,114,1992.9336999161924,296.64554455227017,148.10414058864058,64.36479307199949,56.700123335973224,6,3,50.37342550163386,c1,cecum,t4,v2,9.0,3.0,4.0,no,no,no,,"towards ICV, wait in the middle",1.0,-0.8478,lGEzUZfzg58,959
c1_cecum_t4_v3,699908,32479.589516412554,638553,61355,29860.928640843267,2618.6608755692823,0.08766152122850432,0.0806248143698375,97,1992.5191549694364,295.7144899740217,148.48726302978625,64.53154261238527,56.688461263366946,6,3,50.368186206665975,c1,cecum,t4,v3,9.0,3.0,4.0,yes,no,no,water jet,"towards ICV, yellow foam, fecal debris",1.0,,Tr17QZFmwKE,959
c1_descending_t1_v1,217311,20547.075739693897,164363,52948,15726.164899187106,4820.910840506792,0.2436508046072219,0.23462758893682903,97,3426.3665501930564,1013.9940974789216,306.45059284485575,46.59665186837217,19.03482098782156,4,3,66.04987045001373,c1,descending,t1,v1,22.0,2.0,8.0,no,no,yes,saturation,,1.0,1.16,ByEInBvnYo0,123
c1_descending_t1_v2,217311,20547.06604756975,149768,67543,14299.178657231489,6247.887390338267,0.310812614179678,0.30407686313332555,83,5086.062624870448,1015.5199077540519,126.93375029234986,8.29467479490748,5.491909908270548,3,3,80.47220676099653,c1,descending,t1,v2,20.0,2.0,8.0,no,no,yes,loop; saturation,back to start point,1.0,1.4549,H_sGijReE90,208
c1_descending_t1_v3,217311,20547.06604756975,149749,67562,14297.668019488267,6249.39802808149,0.3109000464771687,0.30415038398246896,93,5085.544222601706,1016.3301495819311,126.90611679689412,8.638010824794618,5.384590279232051,3,3,80.46810554944072,c1,descending,t1,v3,20.0,2.0,8.0,yes,no,yes,loop; saturation,back to start point,1.0,,G4hGjHT9H9s,208
c1_descending_t2_v2,217311,20547.07058987111,162184,55127,15539.393956809869,5007.676633061243,0.253677908619444,0.24371730321157453,82,3638.33239848567,949.1965194645209,354.0775688633894,35.13380044505634,21.11532278036335,5,3,68.06224126961357,c1,descending,t2,v2,10.0,2.0,3.0,no,no,yes,,straight and oscillatory motion,1.0,1.1961,xkaaFsmrYHY,617
c1_descending_t2_v3,217311,20547.07058987111,162196,55115,15540.276790757624,5006.793799113488,0.25362268822102885,0.24367433679726774,82,3636.9104826010944,949.1974481432309,354.99917877989776,34.62296343602124,21.384388195397474,5,3,68.04894008806866,c1,descending,t2,v3,10.0,2.0,3.0,yes,no,yes,,"straight and oscillatory motion, blood",2.0,,yhWPrbaJIME,617
c1_descending_t3_v1,217311,20547.069386797535,154420,62891,14742.22693040092,5804.842456396612,0.289405506394062,0.28251437453783546,84,4425.132123949639,1097.956536267368,249.5935809971271,16.35428670302411,7.324152546304017,3,3,75.06166272399368,c1,descending,t3,v1,18.0,2.0,2.0,no,no,yes,,"almost straight line, added light red debris for texture",1.0,0.6179,Ntm5d8xP9Tk,239
c1_descending_t3_v2,217311,20547.065759318546,173013,44298,16511.701159057255,4035.364600261291,0.2038461007496169,0.1963961495782513,114,2146.348081375452,779.7550299705078,364.6375460707298,324.8382917764628,269.05465721112756,7,5,52.276335506361484,c1,descending,t3,v2,14.0,2.0,2.0,no,no,yes,,,1.0,0.458,YoS0dPyTKRU,342
c1_descending_t3_v3,217311,20547.065759318546,173036,44275,16513.49884008139,4033.566919237156,0.2037402616526545,0.19630865869049186,118,2145.542656211456,781.4915078013513,364.63762308423856,324.2093309614641,268.8820303121626,7,5,52.26652614058587,c1,descending,t3,v3,14.0,2.0,2.0,yes,no,yes,,yellow foam flowing,1.0,,MOObNN7pn_A,342
c1_descending_t4_v1,217311,20547.065524563466,160130,57181,15297.051338780453,5250.014185783015,0.2631298001481747,0.2555116291183655,102,4007.6584124610754,930.0739909015815,289.35381286310906,9.966279268661989,2.851039958384372,3,3,71.43324976882954,c1,descending,t4,v1,18.0,3.0,0.0,no,no,yes,,,1.0,0.4362,FVqoeB0TMIs,192
c1_descending_t4_v2,217311,20547.065524563466,173501,43810,16653.74701450113,3893.318510062338,0.20160047121406646,0.18948294613690603,95,2472.2861258421517,993.7405389617388,360.38339139253145,40.10235641106874,16.311376696613447,4,3,56.105369273558125,c1,descending,t4,v2,15.0,3.0,0.0,no,no,yes,,,1.0,1.0279,d6_rrrQDHr0,279
c1_descending_t4_v3,217311,20547.065524563466,173500,43811,16653.564444205622,3893.5010803578443,0.2016050729139344,0.18949183160501767,93,2470.9258323873546,994.8165673396644,360.9487877981784,40.27046948264951,16.593864133571252,4,3,56.08993209037811,c1,descending,t4,v3,15.0,3.0,0.0,yes,no,yes,,blood & foam on wall,1.0,,d3uqHGwvgyk,279
c1_rectum_t1_v1,709291,23220.488994570147,583211,126080,19473.965323841498,3746.5236707286494,0.17775496939901958,0.16134559748525246,162,2386.5621533903604,683.5307214973618,383.85271973677527,154.30301997357617,85.30400302818435,5,5,55.124090102829925,c1,rectum,t1,v1,25.0,1.0,0.0,no,no,no,loop,in and out motion,1.0,0.6343,6qI7m6AHFvA,206
c1_rectum_t1_v2,709291,23220.488994570147,595477,113814,19874.992925733248,3345.496068836903,0.1604616440924811,0.14407517729791178,146,2411.019305789049,496.6919680548815,213.83620552917736,88.93893820681569,53.72777620329817,7,4,55.40582210607958,c1,rectum,t1,v2,16.0,1.0,0.0,no,no,no,zigzag,oscillatory motion,1.0,0.66,kBGBt-HXE0s,383
c1_rectum_t1_v3,709291,23220.50820592307,595826,113465,19886.373202962408,3334.1350029606606,0.159969603449078,0.14358578948371992,137,2404.613408957297,504.6727362687967,202.97039515859552,93.4222693898115,48.24093992436708,7,4,55.33216860095813,c1,rectum,t1,v3,16.0,1.0,0.0,yes,no,no,zigzag,mucous pool and fecal debris,1.0,,iUbjm8lc_XE,383
c1_rectum_t2_v1,709291,23220.50110903118,571766,137525,19085.618529709158,4134.882579322022,0.19389080081377036,0.17807034223364962,67,2379.9581232763567,1714.4516067288714,38.391634171058286,0.12233819600257621,0.10653376610617515,3,2,55.04776832324032,c1,rectum,t2,v1,19.0,3.0,3.0,no,no,no,loop,"almost straight line, back to same point",2.0,-1.0436,1kDgLMC5_kw,165
c1_rectum_t2_v2,709291,23220.50110903118,600567,108724,20044.637761168226,3175.8633478629554,0.15328546393511266,0.13676980238069725,120,2103.418920251348,1059.822839033868,7.183691899859628,1.038652161323803,0.3422876261853027,2,2,51.7509048076278,c1,rectum,t2,v2,14.0,3.0,3.0,no,no,no,zigzag,exploratory motion,2.0,-1.1795,0nnV0uikO7Y,366
c1_rectum_t2_v3,709291,23220.50110903118,600592,108699,20045.453101132603,3175.048007898573,0.1532502174706855,0.13673468944491027,124,2103.553456524697,1059.7071990852305,6.400193330665913,0.9265572797576168,0.36601218095237414,2,2,51.752559794773276,c1,rectum,t2,v3,14.0,3.0,3.0,no,no,no,zigzag,exploratory motion,2.0,,qYcTgoYMlIE,366
c1_rectum_t3_v1,709291,23220.49946656719,603216,106075,20156.58843982379,3063.9110267434044,0.1495507485644115,0.131948541036114,228,2257.382484946237,550.4743590306666,218.07540777911092,20.196896940080997,4.65725761401946,4,3,53.611460038186586,c1,rectum,t3,v1,31.0,3.0,4.0,no,no,no,fast,,1.0,0.1472,54ztxVKAByo,247
c1_rectum_t3_v2,709291,23220.49946656719,582012,127279,19443.15619125071,3777.3432753164852,0.17944538983294586,0.1626727831912097,123,2394.1181883673053,1330.6039055831893,24.21282771549086,10.098164715310912,8.069836251276755,3,2,55.21128464543241,c1,rectum,t3,v2,23.0,3.0,-3.0,no,no,no,zigzag,,1.0,0.099,KJ5wkdcpoac,220
c1_rectum_t3_v3,709291,23220.49946656719,582067,127224,19444.93261709036,3775.566849476837,0.1793678476112061,0.1625962807093313,142,2393.6509330036233,1330.7913031948287,22.500710071347303,10.131921611069627,8.146823985473176,3,2,55.20589664331548,c1,rectum,t3,v3,23.0,3.0,-3.0,yes,no,no,zigzag,"red debris, foam",1.0,,mLNsoW13WS4,220
c1_rectum_t4_v1,709291,23220.52330311266,566941,142350,18916.946801844286,4303.576501268373,0.20069336844821095,0.18533503509335159,86,2271.6975083487728,2017.843446165412,9.788299331141058,0.9054513174045322,0.21762279993022965,2,2,53.781177946433964,c1,rectum,t4,v1,12.0,3.0,-4.0,no,no,no,,backup and forward,2.0,0.1515,PNmwyj9dw4w,324
c1_rectum_t4_v2,709291,23220.514024887158,590128,119163,19699.954103206277,3520.5599216808787,0.1680029776213148,0.1516142113782508,101,2201.20698193996,1313.2482633788,2.8821723153512897,0.09614061518663843,0.08690385278007995,2,2,52.94019055078189,c1,rectum,t4,v2,9.0,3.0,-4.0,no,no,no,,withdrawal with oscillatory motion,3.0,-0.5389,CzzXGbyYKac,457
c1_rectum_t4_v3,709291,23220.514024887158,590170,119121,19701.275510768093,3519.2385141190653,0.16794376356107718,0.15155730447427798,80,2201.9029530513412,1311.723475544328,2.8939293568688393,0.10758819546515257,0.09052525571222317,2,2,52.94855912575998,c1,rectum,t4,v3,9.0,3.0,-4.0,yes,no,no,,"fecal debris, withdrawal with oscillatory motion",3.0,,OmG4PL9lPIw,457
c1_sigmoid1_t1_v1,439984,18908.153825839683,248387,191597,11937.204437825481,6970.949388014202,0.4354635623113568,0.36867424774637575,826,6269.099582723116,294.79382390013745,285.0839014055942,25.67829692799757,23.70763044855098,5,3,89.3424059369669,c1,sigmoid1,t1,v1,30.0,2.0,2.0,no,no,no,zigzag; fast,,1.0,1.722,lZ6BQfN0kuY,191
c1_sigmoid1_t1_v2,439984,18908.152383777575,223340,216644,10762.454925219992,8145.697458557583,0.4923906323866322,0.4308034594403978,453,7712.6668206612285,151.91449984714566,130.89693795062354,118.86284191802619,2.966822286807617,4,4,99.09627839345279,c1,sigmoid1,t1,v2,30.0,2.0,2.0,no,no,no,fast ; textureless enface; saturation,en face on a texture less surface,1.0,0.8981,jFERxLlLhyU,307
c1_sigmoid1_t1_v3,439984,18908.152383777575,223307,216677,10762.3744712685,8145.777912509073,0.49246563511400415,0.43080771442786864,432,7715.560752027862,151.67297431251959,131.45625446916267,118.97539232340989,2.608112978075295,4,4,99.11486800318328,c1,sigmoid1,t1,v3,30.0,2.0,2.0,yes,no,no,fast ; debris on lens ; water on lens,scope dips in mucous pool & lens cleaning there after,1.0,,cz5aTlvfG2c,307
c1_sigmoid1_t2_v1,439984,18908.15863522305,279030,160954,12917.372726651847,5990.785908571203,0.3658178479217426,0.31683602957568124,430,4026.181232037945,989.2594432404322,375.17942844419383,360.61643364590276,107.01259011610685,7,5,71.59813656025727,c1,sigmoid1,t2,v1,12.0,3.0,-2.0,no,no,yes,,Side to side movement,2.0,-1.0434,1JDPSUAE2Jk,354
c1_sigmoid1_t2_v2,439984,18908.158694106212,281387,158597,13108.360219718,5799.798474388211,0.36046083493945236,0.3067352336214548,1466,3737.7991366831375,554.0475189609326,464.3714039248806,463.19498096755717,236.12142797127825,8,6,68.98632959581138,c1,sigmoid1,t2,v2,16.0,3.0,7.0,no,no,yes,loop ; textureless surface; saturation,first half and and second half of the video has the same waypoints,3.0,-0.0947,L-16CZi1Nio,286
c1_sigmoid1_t2_v3,439984,18908.158694106212,281495,158489,13107.762483930688,5800.396210175522,0.3602153714680534,0.30676684620716355,1550,3738.065793860281,554.7753824743876,463.98264927681646,463.4985032539138,236.42745312919948,8,6,68.98879031817233,c1,sigmoid1,t2,v3,16.0,3.0,7.0,yes,no,yes,loop; saturation,fov covered by mucous pool & fecal debris in the middle of videos,3.0,,qV1VrmmxeTI,286
