Video Name,n_faces,total_area_mm2,n_observed_faces,n_unobserved_faces,observed_area_mm2,unobserved_area_mm2,unobserved_frac_by_count,unobserved_frac_by_area,n_unobserved_components,comp_area_top1_mm2,comp_area_top2_mm2,comp_area_top3_mm2,comp_area_top4_mm2,comp_area_top5_mm2,n_components_gt5mm_diam,n_components_gt10mm_diam,largest_component_equiv_diam_mm,Colon,Segment,Phantom Number,Video Number ,Camera Speed,Edge Enhancement,Brightness,Debris,Deformation,Open End Visible,Tags,Comments,Qualitative Score,Quantitative Score,Youtube Preview URL ID,Total Frames
c2_cecum_t4_v3,544037,19988.333956969447,512364,31673,19128.769891525917,859.5640654435283,0.05821846675869472,0.0430032871821125,97,347.99191605773325,190.85105556628486,157.49174102669903,114.18670417492532,21.68027864882955,5,4,21.049395924179517,c2,cecum,t4,v3,20.0,2.0,-4.0,yes,no,no,textureless enface ; water jet ,water jet; cleaning the debris on ICV; mucous pool,1.0,,a5e3rdmfvRE,520
c2_descending_t3_v1,503462,27967.47329683878,390506,112956,21607.132471272387,6360.340825566393,0.2243585414589383,0.227419215102471,384,3379.3849663462956,660.9730992720863,591.5861850818621,424.19257889194733,421.77614670514123,12,9,65.59547679555055,c2,descending,t3,v1,22.0,3.0,4.0,no,no,yes,,,3.0,-0.3168,9N7dSenLGwE,198
c2_descending_t3_v2,503462,27967.473447771332,369854,133608,20432.61012002325,7534.863327748078,0.2653785191335195,0.2694152312978602,162,3626.4768930285472,1896.306071599171,855.3595280923226,626.2798073173326,160.33789677443838,8,7,67.95126038766503,c2,descending,t3,v2,12.0,3.0,4.0,no,no,yes,textureless enface; saturation,textureless surface en face to down the barrel,3.0,-2.8209,gn2M7HyZBZ8,413
c2_descending_t3_v3,503462,27967.47929997593,372560,130902,20575.201313943548,7392.277986032384,0.2600037341447815,0.2643169199034232,180,3582.330568782243,1950.7524359578322,603.9209355499679,372.02779069979715,346.7777053933107,10,7,67.53639716839476,c2,descending,t3,v3,12.0,3.0,4.0,yes,no,yes,textureless enface; saturation,yellow fecal debris ,3.0,,-KWgPa0497o,413
c2_descending_t4_v1,503462,27967.47792893157,343439,160023,18973.45579472721,8994.022134204359,0.3178452395612777,0.3215886021992815,300,4324.625266977856,1853.7193078927003,1833.760000251666,666.1901825386843,144.93289862497144,9,5,74.20433886287962,c2,descending,t4,v1,11.0,2.0,-1.0,no,no,yes, ,en face to down the barrel (down the barrel still visible in en face),2.0,-0.4133,sYO1DlmAuZM,252
c2_descending_t4_v2,503462,27967.479350388887,374316,129146,20728.37534276145,7239.104007627437,0.25651588401905207,0.2588400590890855,110,3302.2951452810976,1777.8543879918611,578.8509469715732,467.31986695957113,393.8737817826234,10,8,64.84298549079031,c2,descending,t4,v2,40.0,2.0,-1.0,no,no,yes,loop ; fast ,fast  motion loop start & end are same points,1.0,0.3733,EVljOx1moZA,128
c2_descending_t4_v3,503462,27967.483206734745,371537,131925,20572.582954526926,7394.900252207818,0.2620356650551581,0.2644106442308359,118,3377.101742500681,1797.9283898439091,648.5585005591026,424.1961460661439,414.4791186786233,10,8,65.57331381854887,c2,descending,t4,v3,40.0,2.0,-1.0,yes,no,yes,loop ; fast ,,1.0,,2XTd6N4NZiU,128
c2_rectum_t1_v1,284742,16275.685555416454,201300,83442,11579.616625995524,4696.06892942093,0.29304422951303283,0.28853278796960447,108,2976.189189748384,1504.1006854229254,105.85936712262335,86.32727023877486,10.26017009135917,4,4,61.55811700337288,c2,rectum,t1,v1,15.0,3.0,-1.0,no,no,yes,polyp ; textureless enface,,1.0,0.7137,OKwJsiVuhZA,154
c2_rectum_t1_v2,284742,16275.687588723255,207697,77045,11927.286995313496,4348.40059340976,0.27057827787962435,0.2671715446555134,89,3409.778464738085,799.7141884720456,112.53636124349885,19.360602580714644,1.5001695039383507,3,3,65.88979268514116,c2,rectum,t1,v2,15.0,3.0,-3.0,no,no,yes,polyp ; textureless enface ,close up of polyp and textureless surface; start end point are close,2.0,-1.4348,GWIeiOGCV2c,712
c2_rectum_t1_v3,284742,16275.687588723255,207692,77050,11927.359750145748,4348.327838577507,0.2705958376354735,0.26716707450137356,95,3410.968840065757,799.0548667131239,112.41172462356965,19.31420184523241,1.5977110292720738,3,3,65.90129295416858,c2,rectum,t1,v3,15.0,3.0,-3.0,yes,no,yes,polyp ; textureless enface ; water jet ; water on lens ; debris on lens ,cleaning debris of the polyp; lens covered by foam and cleaned; last and first position are close,2.0,,LrnJ8Thg0U4,712
c2_rectum_t2_v1,284742,16275.695724410776,222602,62140,12747.783411293141,3527.9123131176357,0.21823264569329429,0.21675953967524517,141,2676.8031983299024,470.9590440123495,154.60614769018844,99.90701092376267,94.11026580458865,5,5,58.37989110633209,c2,rectum,t2,v1,10.0,3.0,0.0,no,no,yes,textureless enface,Inspect the polyp,3.0,-1.9057,olSFyxnMRWw,519
c2_rectum_t2_v2,284742,16275.685137248835,224460,60282,12890.656518824158,3385.028618424678,0.2117074404197484,0.20798071416837863,184,2249.262270477203,1051.695603997337,55.6120516977099,6.124296432150528,5.367430539115833,3,2,53.51494809165354,c2,rectum,t2,v2,16.0,3.0,0.0,no,no,yes,polyp ; textureless enface ,,3.0,-1.7039,O-o7w0mlXCg,383
c2_rectum_t2_v3,284742,16275.685137248835,224446,60296,12890.800385531882,3384.8847517169543,0.21175660773612603,0.20797187480422832,190,2255.3626204612588,1051.3317692505566,55.563877596280506,5.588755713893867,5.293210921703325,3,2,53.58746939433506,c2,rectum,t2,v3,16.0,3.0,0.0,yes,no,yes,polyp ; textureless enface,fov covered by mucous pool,3.0,,Ak1JH57nwhc,383
c2_rectum_t3_v1,284742,16275.68528130282,224848,59894,12887.00662677344,3388.67865452938,0.210344803365854,0.20820497545637762,186,2865.3518627895924,382.949176352062,64.98887424210093,52.907679493363126,9.142848338355073,4,2,60.40098758533896,c2,rectum,t3,v1,23.0,3.0,-2.0,no,no,yes,fast ; textureless enface,en face onto a textureless wall,1.0,0.8338,zkvXqL82QCQ,281
c2_rectum_t3_v2,284742,16275.68633017053,203692,81050,11728.736515746617,4546.949814423913,0.2846436423147973,0.279370695784125,103,2510.5127428624073,2014.9722434011333,15.766545130869691,0.20936855755210182,0.20886115355671392,2,2,56.53745751069778,c2,rectum,t3,v2,17.0,3.0,-3.0,no,no,yes,textureless enface ; mirrored path,"first half and second half of the trajectory is the same, bumps into the wall in the middle",1.0,0.5534,toquq2WvlD0,333
c2_rectum_t3_v3,284742,16275.68633017053,203806,80936,11734.718954684928,4540.967375485604,0.28424327988143655,0.2790031267110335,103,2504.6620593950565,2014.910671716311,15.792408224678791,0.3019115728824718,0.2602611427938527,2,2,56.47153955949489,c2,rectum,t3,v3,17.0,3.0,-3.0,yes,no,yes,textureless enface ; mirrored path ; debris on lens ,second half of the video lens is dipped in pool and covered by mucous; ,1.0,,URr82C37DOA,333
c2_rectum_t4_v1,284742,16275.685160556419,234276,50466,13433.29660697653,2842.3885535798913,0.17723412773668795,0.17464017800420012,445,2330.8926257426933,231.41976732990616,99.44614219666909,83.12275673358542,46.92293058550267,5,4,54.47737755827803,c2,rectum,t4,v1,45.0,2.0,1.0,no,no,yes,fast ; textureless enface ; loop,"fast motion,  texureless surface, loop to first point",2.0,0.9719,O5golv4ugis,198
c2_rectum_t4_v2,284742,16275.684036256887,226927,57815,13030.948417004514,3244.7356192523753,0.20304345688377548,0.19936093696732918,127,2479.5702499107892,311.17514635956616,195.44122828560347,165.06101057895728,58.88363016215551,5,4,56.18796041978448,c2,rectum,t4,v2,15.0,2.0,1.0,no,no,yes,textureless enface ,,2.0,-0.8674,89-0KOjV2Mw,296
c2_rectum_t4_v3,284742,16275.684036256887,226925,57817,13030.342250686364,3245.341785570525,0.20305048078611515,0.19939818064426465,131,2479.3221830077027,310.6238714873782,195.44122828560347,164.85953287860548,58.79212675887446,6,4,56.18514970652403,c2,rectum,t4,v3,15.0,2.0,1.0,yes,no,yes,textureless enface ,mucous pool,2.0,,MEIrncnJqV8,296
c2_sigmoid_t1_v1,210287,12019.201590289667,148247,62040,8475.065968967725,3544.1356213219424,0.2950253700894492,0.294872799553113,28,2752.956084577665,524.419320892866,255.6028851701421,6.900902947988876,1.3065876416917652,3,3,59.204497732888186,c2,sigmoid,t1,v1,7.0,3.0,0.0,no,no,yes,polyp ; textureless enface ,,1.0,-0.6216,kaihm6Mb84M,501
c2_sigmoid_t1_v2,210287,12019.19762120422,152711,57576,8742.30535498027,3276.8922662239484,0.27379723901144626,0.2726381884630026,25,2506.649442820665,318.94520953553524,283.89583646660543,102.72091936927559,50.397273424560694,5,4,56.49393945714561,c2,sigmoid,t1,v2,10.0,3.0,-3.0,no,no,yes,textureless enface ; straight  line ; mirrored path,"straight line, first and last position is the same; into a texture-less syrface",1.0,1.1396,Cub_lh4UE4k,558
c2_sigmoid_t1_v3,210287,12019.19762120422,152671,57616,8740.30836951068,3278.889251693537,0.27398745523974377,0.2728043381122991,26,2507.4761180665696,319.5030148579833,284.0722520805288,102.93774251331936,50.579801655879464,5,4,56.503254339917206,c2,sigmoid,t1,v3,10.0,3.0,-3.0,yes,no,yes,textureless enface ; straight line ; mirrored path ; debris on lens ; water on lens ,straight line motion back to the same point; len covered with red debris and cleaned ; water on lens,1.0,,U920jpM8b7E,558
c2_sigmoid_t2_v1,210287,12019.208432947486,143015,67272,8176.86998120799,3842.3384517394943,0.31990565275076444,0.31968315327711083,26,2756.8128241254044,990.2857020321499,86.18549065700823,5.951732866519583,1.9412842658698346,3,3,59.245954335376254,c2,sigmoid,t2,v1,11.0,3.0,0.0,no,no,yes,polyp ,start facing the polyp,1.0,1.9039,l19X7CXdn_Q,466
c2_sigmoid_t2_v2,210287,12019.204758059972,153411,56876,8785.610237320598,3233.5945207393743,0.27046845501623973,0.26903564635347066,40,2222.5079311008935,693.8333522152874,129.79190362910467,91.10414785259022,83.53866313360288,5,5,53.195723384170556,c2,sigmoid,t2,v2,14.0,3.0,0.0,no,no,yes,polyp,first half and and second half of the video has the same waypoints,1.0,-0.2833,8_kVyJPfW5c,448
c2_sigmoid_t2_v3,210287,12019.204758059972,153428,56859,8786.722980040857,3232.4817780191142,0.2703876131192133,0.26894306595878903,38,2220.911326195078,694.0270497404413,129.98526238638192,91.05967636095232,83.57006658508405,5,5,53.176612583557706,c2,sigmoid,t2,v3,14.0,3.0,0.0,yes,no,yes,polyp,Almost immerses in water; full FOV in mucous pool,1.0,,l2HD8BmnY4o,448
c2_sigmoid_t3_v1,210287,12019.202332743771,149450,60837,8546.3476382771,3472.854694466671,0.2893046170234014,0.28894219419250594,40,2776.2229099319557,301.89199645955887,212.09171460931154,94.06586160935498,71.57367840207716,5,4,59.45415707858528,c2,sigmoid,t3,v1,10.0,3.0,0.0,no,no,yes,textureless enface,,1.0,0.1815,Mgjp8MLukQI,391
c2_sigmoid_t3_v2,210287,12019.202332743771,146047,64240,8368.86137530407,3650.3409574397033,0.3054872626458126,0.30370908620908416,62,2530.484373856242,950.6192834455256,154.41888704620737,7.8560940985641174,2.5385237847712245,3,3,56.761895424026896,c2,sigmoid,t3,v2,15.0,3.0,-2.0,no,no,yes,straight line ; textureless enface ,"straight motion into textureless region (en face), first and last point are close",1.0,-1.2899,0sqHVda_3W4,225
c2_sigmoid_t3_v3,210287,12019.202332743771,146078,64209,8370.285318446724,3648.9170142970484,0.30533984506888207,0.3035906138593197,47,2529.914993223132,950.1054439310128,154.46159585554585,8.434467773704464,2.3631608533261748,3,3,56.75550910872074,c2,sigmoid,t3,v3,15.0,3.0,-2.0,yes,no,yes,straight line ,mucous pool & fecal debris cover major FOV,1.0,,LUXdc2Z5Mo0,225
c2_sigmoid_t4_v1,210287,12019.200806913053,163319,46968,9379.77231116127,2639.428495751783,0.2233518952669447,0.21960099828215446,37,1350.509055893002,1205.0108588799098,70.06881510037744,11.60036768276233,0.6632019956679724,3,2,41.46711390350093,c2,sigmoid,t4,v1,10.0,2.0,2.0,no,no,yes,textureless enface ,down the barrel (flexure) to en face,2.0,-1.4353,g4U5GVXwlwM,413
c2_sigmoid_t4_v2,210287,12019.200806913053,158245,52042,9081.329838649326,2937.870968263727,0.24748082382648476,0.24443147389416767,33,1480.173780456033,1446.3748579611,10.070733896261384,0.08768769050134835,0.08600909222618872,2,2,43.41216177935354,c2,sigmoid,t4,v2,15.0,1.0,1.0,no,no,yes,textureless enface ,en face to down the barrel (in flexure),2.0,-1.1985,EmcqqgGxiOk,290
c2_sigmoid_t4_v3,210287,12019.200806913053,158198,52089,9077.841724363447,2941.359082549605,0.24770432789473434,0.24472168572621159,31,1481.0876195982005,1448.7901414846165,10.320358479637918,0.07373020215799846,0.07236088362208633,2,2,43.42556075043935,c2,sigmoid,t4,v3,15.0,1.0,1.0,yes,no,yes,textureless enface ,"fecal liquid pool,  ",2.0,,3skce4FJ6UU,290
c2_transverse1_t1_v1,363081,25596.596267461962,261281,101800,18429.578869380428,7167.017398081537,0.280378207617584,0.2799988452836657,90,3277.6006748868667,1851.7735147088347,1264.1668172185898,225.8195922893609,212.8747107120073,11,6,64.60008352252044,c2,transverse1,t1,v1,20.0,2.0,-5.0,no,no,yes,polyp ; textureless enface ; exploratory,"en face to down the barrel, exploratory motion intial",1.0,0.3944,mZHYcku1Wyw,402
c2_transverse1_t1_v1,363081,25596.596267461962,261281,101800,18429.578869380428,7167.017398081537,0.280378207617584,0.2799988452836657,90,3277.6006748868667,1851.7735147088347,1264.1668172185898,225.8195922893609,212.8747107120073,11,6,64.60008352252044,c2,transverse1,t1,v1,20.0,2.0,-5.0,no,no,yes,polyp ; textureless enface ; exploratory,"en face to down the barrel, exploratory motion intial",1.0,0.3944,mZHYcku1Wyw,402
c2_transverse1_t1_v2,363081,25596.596267461962,259858,103223,18333.370224620165,7263.226042841801,0.2842974432702345,0.283757495213327,67,3416.593524308298,1870.9672980334885,1252.026073873958,330.26940884386374,226.0304721811462,8,5,65.95560615622756,c2,transverse1,t1,v2,10.0,2.0,-5.0,no,no,yes,polyp ; water on lens,"towards the polyp, lens cleaning and water on lens",2.0,0.0595,2VP8xUdG0O8,627
c2_transverse1_t1_v3,363081,25596.596267461962,259903,103178,18336.987861846508,7259.608405615455,0.2841735039839595,0.28361616246781096,65,3415.999630336447,1870.1661007087328,1250.511544848962,329.5630736395477,225.6152751937825,8,5,65.94987349605049,c2,transverse1,t1,v3,10.0,2.0,-5.0,yes,no,yes,polyp ; water on lens ,lens cleaning and water on lens in withdrawl; red debris,2.0,,eq7aC1IKUuA,627
c2_transverse1_t2_v1,363081,25596.602452747917,232914,130167,16411.343490429826,9185.25896231809,0.35850677947895926,0.35884680317531786,52,6500.037271569765,1398.7910869484813,426.2508940631532,277.4065948415015,228.80717956502207,10,7,90.97309765208107,c2,transverse1,t2,v1,9.0,2.0,5.0,no,no,yes,polyp; saturation,moving towards and inspecting the polyp,3.0,-0.9227,_2-itv83oX0,610
c2_transverse1_t2_v2,363081,25596.602452747917,295981,67100,20870.73974439216,4725.862708355751,0.1848072468677788,0.18462851533049487,76,2734.426525621737,646.6419600265172,402.59245711918425,232.72001455828672,227.50770376590748,10,7,59.00491491896563,c2,transverse1,t2,v2,15.0,2.0,5.0,no,no,yes,polyp; saturation,oscillatory motion in exploration,3.0,-0.4986,5OgMpqaKrWk,600
c2_transverse1_t2_v3,363081,25596.602452747917,296007,67074,20871.617132693653,4724.985320054264,0.1847356375023755,0.18459423780076775,81,2734.9743638211703,643.3193919930783,402.90147722935524,232.1764309860314,227.55194568987787,10,7,59.010825395464586,c2,transverse1,t2,v3,15.0,2.0,5.0,yes,no,yes,polyp ; saturation,blood pool,3.0,,DdGrEtDEg0o,600
c2_transverse1_t3_v1,363081,25596.611479233026,244608,118473,17259.468001408633,8337.143477824393,0.32629909028563875,0.3257127797790134,52,3822.5932482867165,3107.5667635421687,362.171669476509,289.15613009643346,230.84153749038921,13,6,69.76443855687714,c2,transverse1,t3,v1,10.0,3.0,0.0,no,no,yes,exploratory ; water on lens ,"slow circular exploratory motion in first fold, lens cleaning and water on lens",3.0,-1.2219,-pBHC7JZkME,853
c2_transverse1_t3_v2,363081,25596.605001956603,234524,128557,16533.301725497946,9063.303276458655,0.3540725072366772,0.35408224160062857,76,3685.1213011526106,2408.689710037018,1976.932824085889,233.02278750974432,207.82880044110098,10,8,68.49848295964955,c2,transverse1,t3,v2,20.0,3.0,1.0,no,no,yes,straight line ; water on lens ; loop ; mirrored path,straight line path back to same point; lens cleaning in the middle,3.0,-1.3121,z4uk4W5rSuA,298
c2_transverse1_t3_v3,363081,25596.605001956603,234473,128608,16530.482488434704,9066.122513521896,0.35421297176112215,0.3541923826549998,71,3684.5457864740993,2407.982028180494,1976.7712120510873,233.46322960084694,211.36301627421335,10,8,68.49313396046456,c2,transverse1,t3,v3,20.0,3.0,1.0,no,no,yes,straight line ; water on lens ; loop ; mirrored path,"heavy fecal debris, straight line path back to same point; lens cleaning in the middle",3.0,,Mls5XP1YqoI,298
c2_transverse1_t4_v1,363081,25596.605151771266,241197,121884,17019.38102822889,8577.224123542373,0.33569368818528095,0.33509225433158024,82,3720.9828412642005,2695.2136389614047,1153.391508003655,328.7843357691648,229.59118504970814,10,6,68.83097049133175,c2,transverse1,t4,v1,20.0,3.0,0.0,no,no,yes,polyp ; loop ,slow smooth motion; exploring the first haustral fold and goes directly to polyp,3.0,-1.1864,EmYfmepbgDQ,376
c2_transverse1_t4_v2,363081,25596.605151771266,242066,121015,17064.564343623155,8532.040808148107,0.33330028285699337,0.33332704698762355,93,3316.4421182304995,2226.1303520129095,2075.7228889556204,227.6535721067964,195.4512777588733,10,8,64.98173014591347,c2,transverse1,t4,v2,20.0,3.0,0.0,no,no,yes,textureless enface ; water on lens ; polyp,down the barrel ->en face ->down the barrel; water on lens and lens cleaning,3.0,-1.0619,gdxqeVvtmmc,382
c2_transverse1_t4_v3,363081,25596.605151771266,242036,121045,17062.3832994839,8534.221852287365,0.33338290904784335,0.333412255323898,80,3319.173586027995,2227.4672616221815,2076.0659176688637,227.44595835139728,195.11079401907006,10,8,65.00848456602617,c2,transverse1,t4,v3,20.0,3.0,0.0,yes,no,yes,textureless enface ; water on lens ; polyp,down the barrel ->en face ->down the barrel; thick debris; lens cleaning; water on lens,3.0,,EtFHIMVJVH8,382
c2_transverse2_t1_v1,217102,16532.452392805146,150923,66179,11505.041877609452,5027.410515195693,0.3048290665217271,0.3040934518210741,67,4435.425312780873,198.47015759731545,183.28986899771255,140.4075632694872,35.127958602522014,6,4,75.14891154203058,c2,transverse2,t1,v1,12.0,3.0,-4.0,no,no,yes,polyp,slow orbiting around the polyp,1.0,1.1318,y_oO6i7SE7Q,393
c2_transverse2_t1_v2,217102,16532.45101705708,145245,71857,11073.42312348239,5459.027893574688,0.330982671739551,0.33020076018628014,51,4637.2268907924445,423.6713647460548,395.6671707968075,0.1629981719863816,0.13066348267336642,3,3,76.8394472602857,c2,transverse2,t1,v2,20.0,3.0,-1.0,no,no,yes,polyp ; textureless enface ; water on lens ,"lens cleaning after en face, down the barrel after enface",1.0,-0.0911,irmSsGTowZs,552
c2_transverse2_t1_v3,217102,16532.45101705708,145361,71741,11082.569346260872,5449.881670796207,0.3304483606783908,0.32964753170436634,53,4628.294880114014,423.2657042115419,395.08405914600655,0.22304917800653126,0.18962854444520436,3,3,76.76540930690366,c2,transverse2,t1,v3,20.0,3.0,-1.0,yes,no,yes,polyp ; textureless enface ; water on lens ; water jet ; debris on lens ,cleaning polyp with water jet and scope dips into mucous pool which is cleaned with lens cleaning water.,1.0,,8bLe5R64OhA,552
c2_transverse2_t2_v1,217102,16532.46064591514,179998,37104,13745.069936468224,2787.3907094469173,0.17090584149386004,0.16860107936416768,55,1852.654895201316,691.6161339692426,108.20526633349172,105.86059516896479,16.879609924260194,4,4,48.56823525018687,c2,transverse2,t2,v1,12.0,2.0,0.0,no,no,yes,polyp,"towards and away from polyp, first and last point are close",2.0,-0.2533,xWMEdnjCNYo,415
c2_transverse2_t2_v2,217102,16532.46064591514,182420,34682,13921.638429970379,2610.822215944764,0.15974979502722222,0.15792096965250296,60,1230.438174084143,919.7754152701061,189.51013640198062,160.44929836136455,48.28303012613014,6,4,39.58083552169735,c2,transverse2,t2,v2,17.0,2.0,0.0,no,no,yes,zigzag; polyp,zizag,2.0,0.2877,vhZFy_99FRE,337
c2_transverse2_t2_v3,217102,16532.46064591514,182426,34676,13921.96593884342,2610.494707071722,0.1597221582481967,0.15790115960244105,50,1230.5450592179884,920.1232897076334,189.06403717715253,160.1276676953362,49.247741090568184,6,4,39.58255462921532,c2,transverse2,t2,v3,17.0,2.0,0.0,yes,no,yes,zigzag; polyp,low grade fecal debris,2.0,,Dgnkzme6Yqc,337
c2_transverse2_t3_v1,217102,16532.45319507319,156847,60255,11968.588405156635,4563.864789916555,0.27754235336385663,0.2760549046209685,95,3988.7489216477447,205.7960690981406,139.41402383558068,116.66443360626266,104.9246331817817,5,5,71.26452736854182,c2,transverse2,t3,v1,31.0,3.0,-2.0,no,no,yes,fast ,"fast motion, oscillatory exploration",1.0,0.5563,C0Y8XRRR7fE,193
c2_transverse2_t3_v2,217102,16532.45230970838,100596,116506,7704.132839850701,8828.319469857677,0.5366417628580115,0.5339993912865189,16,8827.982160909849,0.09871616542897181,0.08465343988284908,0.0754464305053559,0.05078419632130145,1,1,106.01950757991189,c2,transverse2,t3,v2,7.0,3.0,-2.0,no,no,no,polyp,Hover around the polyp & wait in for 5 sec.,3.0,1.1184,qSkqcN4Es18,733
c2_transverse2_t3_v3,217102,16532.44857522854,104360,112742,7990.466359426596,8541.982215801945,0.5193042901493308,0.5166797995428735,17,8376.757800030085,164.7940351125156,0.08679449169589716,0.07151770569936543,0.05714430953516469,2,2,103.27448517260703,c2,transverse2,t3,v3,7.0,3.0,-2.0,yes,no,no ,polyp ; water jet ; water on lens ,"water jet, water bead visble on lens, cleaning up the polyp with water",3.0,,o8PAQ6zV1ho,733
c2_transverse2_t4_v1,217102,16532.447047215883,139319,77783,10606.745541277467,5925.701505938417,0.35827859715709665,0.358428579206387,44,2700.5773857017984,2574.3944652843575,639.3056424729538,5.640307914004348,3.626054125546485,3,3,58.63857025109867,c2,transverse2,t4,v1,13.0,3.0,5.0,no,no,yes,water on lens ; mirrored path ; textureless enface; straight line,first and second half of the trajectories the same; lens has water in the second half,1.0,1.2778,y4Fi-r5wtao,687
c2_transverse2_t4_v3,217102,16532.458598141024,132774,84328,10137.631485424215,6394.827112716806,0.3884257169441092,0.386804362748313,30,6317.648748767311,74.3509713471934,1.3780095900534741,0.25433859029762723,0.11028701945372563,2,1,89.68768152136145,c2,transverse2,t4,v3,7.0,5.0,5.0,yes,no,yes,polyp ; water jet ; saturation,water jet; trying to clean a false positive polyp,2.0,,n9MZgqEOkrk,940
